video_id,title,tags,category_id,view_count,like_count,comment_count,00,01,02,03,04,05,06,08,10,12,13,15,16,17,19,20,23,24,25,29,32,33,34,35,38,39,40,42,43,44,45,53,54,55,ai,algorithm,analysis,and,bayes,bit,by,career,channel,classification,clustering,com,course,data,deep,engineer,facebook,for,get,google,here,how,http,https,in,instagram,is,learn,learning,linear,linkedin,logistic,ly,machine,means,ml,more,naive,of,on,our,practical,probability,program,python,regression,reinforcement,statistics,supervised,the,this,to,training,twitter,types,us,use,using,video,watch,what,with,www,you,youtu,youtube
khL1Gkp6vnM,3rd ODI | Hindi | Highlights | India Tour Of Sri Lanka | 7th August 2024,India Sri Lanka india vs Sri Lanka india vs Sri Lanka 2024 india vs Sri Lanka highlights 2024 India Tour Of Sri Lanka 2024 India Tour Of Sri Lanka 2024 highlights India Tour Of Sri Lanka 2024 squad India Tour Of Sri Lanka 2024 schedule India Tour Of Sri Lanka 2024 fixtures India Tour Of Sri Lanka 2024 live streaming India Tour Of Sri Lanka India Tour Of Zimbabwe 2024 players Ind vs SL cricket sports cricket highlights sports highlights T20 ODI sony liv highlights,24,6959537,124455,7970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24572086619393285,0.0,0.16048834379248886,0.07206380222794821,0.0,0.06514739822295587,0.0,0.0,0.344009212671506,0.0,0.0,0.0,0.0,0.0,0.10774293848171414,0.0,0.08024417189624443,0.4512806760751968,0.0,0.0,0.3140746968433751,0.13460344150430362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16048834379248886,0.0,0.0,0.0,0.05387146924085707,0.0,0.14743251971635973,0.05915613655758149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4038103245129108,0.0,0.3931533859102926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13029479644591174,0.0,0.13029479644591174,0.1965766929551463,0.0,0.0,0.05915613655758149
kj14Tk8UZRc,Aan-Men At Work (HD) | Bollywood Action Movie | Akshay Kumar | Sunil Shetty | Shatrugha Sinha,akshay kumar on sushant singh rajput new movies 2020 full movie latest movie trailers akshay kumar movies funny akshay kumar latest hindi movies new movies 2020 hollywood akshay kumar movies comedy full akshay kumar full movie new hindi movie akshay kumar comedy scenes latest movies sunil shetty action movie shatrughan sinha action movie paresh rawal action movie new movies 2020 new hindi movie 2020 hindi movie hd full akshay kumar movies hindi movies,24,5415927,43132,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182592309695906,0.0,0.0,0.0,0.0,0.25313797536929994,0.0,0.0,0.4455629233574268,0.0,0.0,0.0,0.0,0.18667499128633427,0.20932401025640437,0.0,0.20786552508189846,0.0,0.0,0.3507009636025985,0.29056539128162484,0.058113078256324974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20932401025640437,0.0,0.06365184619391812,0.07661940485383503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17433923476897492,0.0,0.12730369238783623,0.0,0.16875865024619996,0.0,0.0,0.0,0.0,0.0,0.16875865024619996,0.0,0.16875865024619996,0.25460738477567246,0.0,0.0,0.2298582145615051
ukzFI9rgwfU,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2024 | Simplilearn,2022 2023 ML Machine Learning basics of machine learning cloud and machine learning fundamentals of machine learning gcp maching learning getting started with machine learning introduction to machine learning machine learning machine learning basics machine learning for beginners machine learning tutorial for beginners machine learning with gcp simplilearn simplilearn machine learning what is machine learning,27,4560733,57589,2118,0.019058888817589364,0.0,0.04643494569995513,0.023217472849977563,0.023217472849977563,0.0,0.03323725188106276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06647450376212552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025853019474004965,0.0,0.0,0.025853019474004965,0.0,0.0,0.20989149929998357,0.0,0.0,0.22166536620087673,0.0,0.025853019474004965,0.13930483709986538,0.08723600354602369,0.020989149929998358,0.0,0.0,0.09499944265751861,0.10494574964999179,0.05717666645276809,0.05815733569734913,0.0,0.0,0.034712555702561126,0.04643494569995513,0.0,0.0,0.041978299859996716,0.0,0.10118839863264889,0.13009936967054858,0.0,0.17152999935830426,0.05206883355384169,0.6421822804973808,0.0,0.0,0.0,0.025853019474004965,0.4165506684307335,0.0,0.04643494569995513,0.06942511140512225,0.0,0.09499944265751861,0.03811777763517873,0.023217472849977563,0.0,0.0,0.13294900752425104,0.04643494569995513,0.0,0.13294900752425104,0.05170603894800993,0.08723600354602369,0.13009936967054858,0.07623555527035746,0.18999888531503722,0.05170603894800993,0.020989149929998358,0.05170603894800993,0.08723600354602369,0.029078667848674564,0.0,0.05170603894800993,0.041978299859996716,0.13930483709986538,0.06296744978999506,0.09499944265751861,0.041978299859996716,0.0,0.11435333290553618
GwIo3gDZCVQ,Machine Learning Full Course - Learn Machine Learning 10 Hours | Machine Learning Tutorial | Edureka,yt:cc=on Machine Learning Full Course machine learning Machine Learning tutorial learn machine learning machine learning for beginners Machine Learning tutorial for beginners machine learning for beginner to advance machine learning course machine learning complete course machine learning python machine learning algorithms edureka edureka machine learning edureka data science edureka python what is machine learning machine learning edureka,27,3122533,55548,1329,0.06605863231153417,0.03218895953229418,0.01609447976614709,0.01609447976614709,0.11266135836302961,0.16125993878526945,0.0,0.07168582067597105,0.09656687859688252,0.07168582067597105,0.05376436550697829,0.014549794072756396,0.1382414739119936,0.08960727584496381,0.05376436550697829,0.08047239883073544,0.08960727584496381,0.10078746174079341,0.16128171956399254,0.10078746174079341,0.02015749234815868,0.06437791906458835,0.12545018618294934,0.12094495408895209,0.04031498469631736,0.1287558381291767,0.10752873101395657,0.03218895953229418,0.07168582067597105,0.1433716413519421,0.04828343929844126,0.08960727584496381,0.10078746174079341,0.08960727584496381,0.04364938221826919,0.23040245651998936,0.017921455168992764,0.010975689283140917,0.12094495408895209,0.08960727584496381,0.0,0.0,0.014549794072756396,0.060472477044476045,0.1382414739119936,0.0658541356988455,0.04364938221826919,0.06605863231153417,0.10078746174079341,0.20736221086799042,0.01609447976614709,0.04812586873654198,0.01609447976614709,0.0,0.0,0.014549794072756396,0.08062996939263473,0.14028870798171877,0.07014435399085939,0.017921455168992764,0.07927035877384099,0.02406293436827099,0.4571957529971489,0.05376436550697829,0.017921455168992764,0.03584291033798553,0.08960727584496381,0.2646922780509809,0.11520122825999468,0.11266135836302961,0.012031467184135496,0.10078746174079341,0.17561102853025468,0.0,0.01609447976614709,0.0,0.21682606587208422,0.11520122825999468,0.04828343929844126,0.08960727584496381,0.09216098260799574,0.08960727584496381,0.060472477044476045,0.020041243997388398,0.039635179386920495,0.07682982498198641,0.05376436550697829,0.014549794072756396,0.12545018618294934,0.060472477044476045,0.14110244643711076,0.01609447976614709,0.05376436550697829,0.014549794072756396,0.06437791906458835,0.0,0.08780551426512734,0.014549794072756396,0.0,0.013211726462306832
LvC68w9JS4Y,Machine Learning FULL Course with Practical (10 HOURS) | Learn Free ML in 2024 | Part-1,WsCube Tech machine learning in hindi machine learning full course what is machine learning machine learning tutorial ml course machine learning engineer course machine learning course in hindi machine learning explained learn machine learning ml course with projects machine learning course machine learning for beginners machine learning complete course complete machine learning course machine learning 2024 free ml course machine learning ml full course,27,332871,11794,771,0.15628826806907717,0.16659110210825126,0.16659110210825126,0.11899364436303661,0.11899364436303661,0.14903330275841767,0.20441613549393722,0.07950077146324855,0.04759745774521464,0.02650025715441618,0.02650025715441618,0.06454385776758023,0.13627742366262482,0.05300051430883236,0.1325012857720809,0.04759745774521464,0.05300051430883236,0.08941998165505059,0.0,0.0,0.14903330275841767,0.02379872887260732,0.05300051430883236,0.05961332110336706,0.08941998165505059,0.04759745774521464,0.07950077146324855,0.04759745774521464,0.02650025715441618,0.02650025715441618,0.02379872887260732,0.02650025715441618,0.0,0.05300051430883236,0.0,0.06813871183131241,0.07950077146324855,0.1298370408909384,0.05961332110336706,0.07950077146324855,0.02379872887260732,0.05961332110336706,0.02151461925586008,0.14903330275841767,0.0,0.2109851914477749,0.12908771553516046,0.1758243015777118,0.0,0.0,0.09519491549042929,0.0889539859676556,0.0,0.0,0.0,0.15060233479102056,0.05961332110336706,0.20744335782557383,0.1333564443164403,0.10600102861766472,0.1758243015777118,0.12453558035471783,0.12453558035471783,0.1325012857720809,0.10600102861766472,0.10600102861766472,0.07950077146324855,0.12453558035471783,0.0,0.04759745774521464,0.01779079719353112,0.05961332110336706,0.0324592602227346,0.07814413403453858,0.07139618661782197,0.20864662386178473,0.0,0.0,0.07139618661782197,0.291502828698578,0.0,0.0,0.0,0.0740869135091335,0.0,0.1785259312250403,0.02650025715441618,0.04302923851172016,0.05300051430883236,0.02980666055168353,0.0,0.09519491549042929,0.05300051430883236,0.1075730962793004,0.19038983098085857,0.08605847702344031,0.1785259312250403,0.06454385776758023,0.0,0.11721620105180788
bmmQA8A-yUA,Machine Learning in 2024 – Beginner's Course,,27,251893,7595,167,0.20132395517244606,0.04905043004346126,0.0,0.09810086008692252,0.04905043004346126,0.0,0.0,0.05461842170833626,0.1471512901303838,0.0,0.05461842170833626,0.08868552033767958,0.0,0.0,0.0,0.04905043004346126,0.05461842170833626,0.06143309275237664,0.0,0.0,0.06143309275237664,0.04905043004346126,0.05461842170833626,0.0,0.12286618550475328,0.19620172017384505,0.0,0.0,0.0,0.05461842170833626,0.09810086008692252,0.0,0.24573237100950657,0.0,0.04434276016883979,0.0,0.10923684341667252,0.3345011999044884,0.0,0.0,0.04905043004346126,0.1842992782571299,0.0,0.0,0.0,0.03345011999044884,0.17737104067535917,0.16105916413795685,0.0,0.0,0.0,0.2566743713418213,0.04905043004346126,0.05461842170833626,0.06143309275237664,0.0,0.0,0.12215761564975006,0.06107880782487503,0.0,0.04026479103448921,0.036667767334545895,0.2566743713418213,0.32771053025001756,0.0,0.05461842170833626,0.0,0.22000660400727537,0.0,0.0,0.036667767334545895,0.0,0.06690023998089768,0.12079437310346763,0.04905043004346126,0.06143309275237664,0.0,0.0,0.04905043004346126,0.38232895195835387,0.0,0.05461842170833626,0.0,0.06107880782487503,0.04026479103448921,0.13380047996179537,0.0,0.0,0.0,0.0,0.0,0.04905043004346126,0.0,0.0,0.0,0.13302828050651938,0.03345011999044884,0.0,0.0,0.0
i_LwzRVP7bg,Machine Learning for Everybody – Full Course,,27,5694098,64325,1305,0.16481453072568836,0.0,0.0,0.0,0.0,0.0,0.0,0.1117838850216125,0.050194123710847346,0.1117838850216125,0.16767582753241875,0.04537668655755007,0.0,0.1117838850216125,0.1117838850216125,0.0,0.1117838850216125,0.0,0.0,0.06286550912643453,0.0,0.050194123710847346,0.05589194251080625,0.0,0.0,0.050194123710847346,0.0,0.050194123710847346,0.1117838850216125,0.16767582753241875,0.050194123710847346,0.0,0.1885965273793036,0.0,0.0,0.0,0.05589194251080625,0.2053803963947629,0.12573101825286906,0.0,0.0,0.0,0.04537668655755007,0.1885965273793036,0.07185600015585977,0.13692026426317527,0.09075337311510014,0.08240726536284418,0.0,0.0,0.0,0.07504547659052034,0.050194123710847346,0.223567770043225,0.0,0.04537668655755007,0.0,0.28126333551212,0.03125148172356889,0.0,0.04120363268142209,0.1125682148857805,0.225136429771561,0.05589194251080625,0.0,0.05589194251080625,0.0,0.15009095318104068,0.14371200031171955,0.15058237113254205,0.0,0.12573101825286906,0.06846013213158764,0.04120363268142209,0.050194123710847346,0.0,0.0,0.0,0.0,0.44713554008645,0.0,0.0,0.12573101825286906,0.09375444517070666,0.08240726536284418,0.27384052852635055,0.05589194251080625,0.0,0.0,0.0,0.06286550912643453,0.15058237113254205,0.0,0.0,0.0,0.0,0.06846013213158764,0.04537668655755007,0.0,0.04120363268142209
7IgVGSaQPaw,The Complete Machine Learning Roadmap [2024],machine learning roadmap machine learning ml roadmap ml career path complete machine learning roadmap machine learning python roadmap for machine learning code with mosh programming with mosh mosh hamedani programming coding machine learning engineer ai engineer roadmap data science tech career,27,89639,4296,229,0.20847279028045146,0.19047062743087778,0.12698041828725184,0.19047062743087778,0.06349020914362592,0.0,0.0,0.0,0.0,0.0706973417824152,0.0,0.05739666532241923,0.0,0.0,0.0706973417824152,0.06349020914362592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07951815924411271,0.0,0.0,0.0706973417824152,0.06349020914362592,0.0,0.0,0.0,0.0,0.0,0.0706973417824152,0.05739666532241923,0.0,0.0,0.0,0.0,0.0,0.06349020914362592,0.0,0.0,0.0,0.0,0.2164869005420768,0.0,0.10423639514022573,0.0,0.1817803416352515,0.12698041828725184,0.0,0.0,0.0,0.07951815924411271,0.0,0.0,0.4743574659315266,0.07905957765525444,0.1413946835648304,0.0,0.04746225904313915,0.1898490361725566,0.0,0.1413946835648304,0.0,0.0,0.1898490361725566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706973417824152,0.0,0.11858936648288165,0.052118197570112865,0.08659476021683073,0.0,0.11479333064483846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298921403252461,0.05739666532241923,0.5453410249057545,0.0
7eh4d6sabA0,Python Machine Learning Tutorial (Data Science),machine learning python machine learning tutorial machine learning python python tutorial jupyter notebook data science python data science python tutorial advanced data science python python machine learning artificial intelligence programming with mosh mosh hamedani code with mosh jupyter machine learning tutorial for beginners machine learning with python data science tutorial machine learning course python programming introduction to machine learning,27,2860294,64987,1838,0.14001399210445828,0.056854854645777504,0.056854854645777504,0.0,0.0,0.07120772551396927,0.0,0.0,0.056854854645777504,0.0,0.0,0.051398146392562315,0.0,0.0633087706765824,0.0,0.056854854645777504,0.0,0.0,0.0,0.07120772551396927,0.0,0.056854854645777504,0.0,0.0,0.0,0.056854854645777504,0.0633087706765824,0.056854854645777504,0.0,0.0,0.056854854645777504,0.0633087706765824,0.0,0.0633087706765824,0.15419443917768694,0.0,0.0,0.1163171275922977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326342551845954,0.051398146392562315,0.18668532280594435,0.0,0.0,0.11370970929155501,0.12750595133275724,0.11370970929155501,0.0,0.0,0.051398146392562315,0.0,0.28318828093810533,0.07079707023452633,0.1266175413531648,0.09334266140297218,0.04250198377758575,0.340015870220686,0.0,0.1266175413531648,0.0,0.0,0.2550119026655145,0.0,0.0,0.04250198377758575,0.0,0.03877237586409923,0.04667133070148609,0.0,0.07120772551396927,0.0,0.0,0.5116936918119975,0.0,0.0,0.0,0.0,0.1061956053517895,0.14001399210445828,0.03877237586409923,0.0,0.10279629278512463,0.0,0.0,0.0,0.056854854645777504,0.0,0.051398146392562315,0.11370970929155501,0.10279629278512463,0.1550895034563969,0.2569907319628116,0.08139124945826068,0.04667133070148609
4RixMPF4xis,AI vs Machine Learning,IBM IBM Cloud ai artificialintelligence artificial intelligence ML machinelearning machine learning deep learning deeplearning,27,1063345,32064,759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43070062978785695,0.0,0.0,0.4332007507429114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19889959967548215,0.0,0.0,0.0,0.0,0.0,0.0,0.14356687659595233,0.0,0.09887627238621617,0.09887627238621617,0.0,0.13036379024669922,0.11871784273066328,0.23743568546132657,0.0,0.0,0.0,0.0,0.11871784273066328,0.0,0.47642616360921813,0.11871784273066328,0.0,0.10830018768572786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29662881715864853,0.13036379024669922,0.0,0.0,0.0,0.17683599711451076,0.0,0.0,0.0,0.17683599711451076,0.0,0.1588087212030727,0.0,0.0,0.0,0.0,0.0
